articleName,quantity,netRevenue,vatAmount,dueAmount,hourStart,date,hour,dayOfWeek
FUZE T PFIRSICH,1.0,1.43,0.27,1.7,2026-06-17 18:00:00,2026-06-17,18,2
GO FRESH Wrap Chicken Chi,1.0,3.55,0.25,3.8,2026-06-17 19:00:00,2026-06-17,19,2
Graci Müsli High Power,1.0,3.65,0.25,3.9,2026-06-17 20:00:00,2026-06-17,20,2
La Nogger Choc,2.0,3.74,0.26,4.0,2026-06-17 20:00:00,2026-06-17,20,2
La Magnum Classic,1.0,2.52,0.18,2.7,2026-06-17 20:00:00,2026-06-17,20,2
La Cornetto Haselnuss,1.0,1.87,0.13,2.0,2026-06-17 20:00:00,2026-06-17,20,2
HOMEMADE Breakfastcup 285g,1.0,2.9,0.2,3.1,2026-06-17 20:00:00,2026-06-17,20,2
Starbucks Cappuccino,1.0,2.76,0.19,2.95,2026-06-17 20:00:00,2026-06-17,20,2
"Leergut 0,15 EUR",2.0,0.26,0.04,0.3,2026-06-17 20:00:00,2026-06-17,20,2
"Coca Cola Zero 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-06-17 20:00:00,2026-06-17,20,2
FUZE T ZITRONE,1.0,1.43,0.27,1.7,2026-06-17 20:00:00,2026-06-17,20,2
HOMEMADE BUN HAM,1.0,2.34,0.16,2.5,2026-06-18 08:00:00,2026-06-18,8,3
Laugenbrezel mit Butter,1.0,1.68,0.12,1.8,2026-06-18 09:00:00,2026-06-18,9,3
HOMEMADE BUN Cheese,1.0,1.78,0.12,1.9,2026-06-18 09:00:00,2026-06-18,9,3
La Magnum Almond,1.0,2.52,0.18,2.7,2026-06-18 12:00:00,2026-06-18,12,3
GIANT Flapjack Pecanut,1.0,1.12,0.08,1.2,2026-06-18 12:00:00,2026-06-18,12,3
"Bio double milk fairness 37,5g",1.0,1.01,0.19,1.2,2026-06-18 12:00:00,2026-06-18,12,3
"Leergut 0,25 EUR",4.0,0.84,0.16,1.0,2026-06-18 12:00:00,2026-06-18,12,3
"Red Bull 0,25",2.0,1.43,0.27,1.7,2026-06-18 12:00:00,2026-06-18,12,3
Red Bull Zero,2.0,2.14,0.4,2.54,2026-06-18 12:00:00,2026-06-18,12,3
HofEis Stracciatella 130ml,1.0,2.34,0.16,2.5,2026-06-18 13:00:00,2026-06-18,13,3
BF ICE CREAM Himbeere Fichte 100ml Bio V,2.0,4.67,0.33,5.0,2026-06-18 13:00:00,2026-06-18,13,3
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-06-18 13:00:00,2026-06-18,13,3
Teinacher Mango Maracuja,1.0,1.34,0.26,1.6,2026-06-18 13:00:00,2026-06-18,13,3
HofEis Stracciatella 130ml,1.0,2.34,0.16,2.5,2026-06-22 12:00:00,2026-06-22,12,0
BLACK FOREST ICE CREAM Vanille 100ml Bio,1.0,2.34,0.16,2.5,2026-06-22 12:00:00,2026-06-22,12,0
La Nogger Choc,1.0,1.87,0.13,2.0,2026-06-22 12:00:00,2026-06-22,12,0
Brezeln,1.0,1.78,0.12,1.9,2026-06-22 12:00:00,2026-06-22,12,0
La Cornetto Haselnuss,1.0,1.87,0.13,2.0,2026-06-22 12:00:00,2026-06-22,12,0
Laugenbrezel mit Butter,1.0,1.68,0.12,1.8,2026-06-22 12:00:00,2026-06-22,12,0
HOMEMADE BUN Salami,1.0,2.34,0.16,2.5,2026-06-22 12:00:00,2026-06-22,12,0
Shot Himbeere Ingwer 60ml,1.0,1.85,0.35,2.2,2026-06-22 12:00:00,2026-06-22,12,0
Shot Ginger Apple 60ml,1.0,1.85,0.35,2.2,2026-06-22 12:00:00,2026-06-22,12,0
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-06-22 12:00:00,2026-06-22,12,0
DPG Vitamin Well Hydrate,1.0,1.64,0.31,1.95,2026-06-22 12:00:00,2026-06-22,12,0
HofEis Stracciatella 130ml,1.0,2.34,0.16,2.5,2026-06-22 13:00:00,2026-06-22,13,0
Haribo Color Rado 100g,1.0,0.93,0.07,1.0,2026-06-22 13:00:00,2026-06-22,13,0
Geschnetzeltes vom D. Angus Rind im Glas,1.0,7.38,0.52,7.9,2026-06-22 13:00:00,2026-06-22,13,0
LARQ TWIST BOTTLE Granite White 740ml,1.0,41.13,2.87,44.0,2026-06-22 13:00:00,2026-06-22,13,0
LARQ TWIST BOTTLE  Obsidian Black 740ml,1.0,41.12,2.88,44.0,2026-06-22 13:00:00,2026-06-22,13,0
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-06-22 13:00:00,2026-06-22,13,0
Red Bull Green Edition,1.0,0.71,0.14,0.85,2026-06-22 13:00:00,2026-06-22,13,0
"Red Bull 0,25",1.0,0.72,0.13,0.85,2026-06-22 13:00:00,2026-06-22,13,0
Snickers Ice Cream Eisrie,1.0,2.34,0.16,2.5,2026-06-22 14:00:00,2026-06-22,14,0
Snickers Ice Cream Eisrie,3.0,7.02,0.48,7.5,2026-06-22 15:00:00,2026-06-22,15,0
HofEis Omas Apfelkuchen 130ml,3.0,7.01,0.49,7.5,2026-06-22 15:00:00,2026-06-22,15,0
Hofeis Knusperkeks 130ml,1.0,2.34,0.16,2.5,2026-06-22 15:00:00,2026-06-22,15,0
BLACK FOREST ICE CREAM Schokolade 100ml,1.0,2.34,0.16,2.5,2026-06-22 15:00:00,2026-06-22,15,0
La Magnum Almond,1.0,2.51,0.19,2.7,2026-06-22 15:00:00,2026-06-22,15,0
La Cornetto Haselnuss,1.0,1.87,0.13,2.0,2026-06-22 15:00:00,2026-06-22,15,0
Twix Ice Cream Eisriegel,2.0,4.68,0.32,5.0,2026-06-22 15:00:00,2026-06-22,15,0
BLACK FOREST ICE CREAM Schokolade 100ml,1.0,2.34,0.16,2.5,2026-06-22 16:00:00,2026-06-22,16,0
La Magnum Almond,1.0,2.52,0.18,2.7,2026-06-22 16:00:00,2026-06-22,16,0
La Cornetto Haselnuss,1.0,1.87,0.13,2.0,2026-06-22 16:00:00,2026-06-22,16,0
HOMEMADE BUN VEGAN,1.0,2.34,0.16,2.5,2026-06-22 16:00:00,2026-06-22,16,0
GIANT Flapjack Pecanut,1.0,1.12,0.08,1.2,2026-06-22 16:00:00,2026-06-22,16,0
Filly Nut Donut,1.0,1.4,0.1,1.5,2026-06-22 17:00:00,2026-06-22,17,0
La Magnum Classic,1.0,2.52,0.18,2.7,2026-06-22 17:00:00,2026-06-22,17,0
GO FRESH Sandw Käse,1.0,3.56,0.24,3.8,2026-06-22 17:00:00,2026-06-22,17,0
Laugenbrezel mit Pfeffer,1.0,1.68,0.12,1.8,2026-06-22 17:00:00,2026-06-22,17,0
HOMEMADE Breakfastcup 285g,1.0,2.9,0.2,3.1,2026-06-22 17:00:00,2026-06-22,17,0
Teinacher classic,1.0,1.01,0.19,1.2,2026-06-22 17:00:00,2026-06-22,17,0
BF ICE CREAM Himbeere Fichte 100ml Bio V,1.0,2.34,0.16,2.5,2026-06-22 18:00:00,2026-06-22,18,0
Beef Jerky Sweet & Hot,1.0,1.64,0.11,1.75,2026-06-22 18:00:00,2026-06-22,18,0
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-06-22 18:00:00,2026-06-22,18,0
Teinacher classic,1.0,1.01,0.19,1.2,2026-06-22 18:00:00,2026-06-22,18,0
Shot Beetroot 60ml,1.0,1.85,0.35,2.2,2026-06-22 19:00:00,2026-06-22,19,0
Koro Protein Bar Schoko Brownie,2.0,4.67,0.33,5.0,2026-06-22 19:00:00,2026-06-22,19,0
"Leergut 0,15 EUR",2.0,0.26,0.04,0.3,2026-06-22 19:00:00,2026-06-22,19,0
Teinacher still 0.7,2.0,2.02,0.38,2.4,2026-06-22 19:00:00,2026-06-22,19,0
M Cooky Spritzgebäck,3.0,5.61,0.39,6.0,2026-06-22 21:00:00,2026-06-22,21,0
Pringles Sweet Paprika,2.0,2.61,0.19,2.8,2026-06-22 21:00:00,2026-06-22,21,0
Kinder Country,1.0,0.47,0.03,0.5,2026-06-22 21:00:00,2026-06-22,21,0
"Leergut 0,08 EUR",4.0,0.27,0.05,0.32,2026-06-22 21:00:00,2026-06-22,21,0
"Leergut 0,15 EUR",2.0,0.26,0.04,0.3,2026-06-22 21:00:00,2026-06-22,21,0
"Leergut 0,25 EUR",3.0,0.63,0.12,0.75,2026-06-22 21:00:00,2026-06-22,21,0
"Powerade Mountain Blast 0,5l PEW",2.0,2.68,0.52,3.2,2026-06-22 21:00:00,2026-06-22,21,0
DPG Vitamin Well Reload,1.0,1.64,0.31,1.95,2026-06-22 21:00:00,2026-06-22,21,0
Teinacher classic,1.0,1.01,0.19,1.2,2026-06-22 21:00:00,2026-06-22,21,0
Teinacher still 0.7,1.0,1.01,0.19,1.2,2026-06-22 21:00:00,2026-06-22,21,0
Welde Alkoholfrei,2.0,2.86,0.54,3.4,2026-06-22 21:00:00,2026-06-22,21,0
Welde Weizen,2.0,3.19,0.61,3.8,2026-06-22 21:00:00,2026-06-22,21,0
Snack Nüsse Chilli,1.0,3.5,0.25,3.75,2026-06-22 22:00:00,2026-06-22,22,0
"Leergut 0,08 EUR",2.0,0.13,0.03,0.16,2026-06-22 22:00:00,2026-06-22,22,0
Welde Weizen,2.0,3.19,0.61,3.8,2026-06-22 22:00:00,2026-06-22,22,0
"Leergut 0,08 EUR",2.0,0.13,0.03,0.16,2026-06-22 23:00:00,2026-06-22,23,0
Welde Weizen,2.0,3.19,0.61,3.8,2026-06-22 23:00:00,2026-06-22,23,0
"Leergut 0,08 EUR",2.0,0.13,0.03,0.16,2026-06-23 00:00:00,2026-06-23,0,1
Welde Alkoholfrei,1.0,1.43,0.27,1.7,2026-06-23 00:00:00,2026-06-23,0,1
Welde Weizen,1.0,1.6,0.3,1.9,2026-06-23 00:00:00,2026-06-23,0,1
"Leergut 0,08 EUR",1.0,0.07,0.01,0.08,2026-06-23 01:00:00,2026-06-23,1,1
Welde Weizen,1.0,1.6,0.3,1.9,2026-06-23 01:00:00,2026-06-23,1,1
Protein Bar Caramell Toffee,1.0,0.93,0.07,1.0,2026-06-23 08:00:00,2026-06-23,8,1
HofEis Stracciatella 130ml,1.0,2.34,0.16,2.5,2026-06-23 08:00:00,2026-06-23,8,1
HofEis Joghurt Heidelbeere 130ml,2.0,4.66,0.34,5.0,2026-06-23 08:00:00,2026-06-23,8,1
HofEis Erdbeere Sorbet 130ml,1.0,2.34,0.16,2.5,2026-06-23 08:00:00,2026-06-23,8,1
Hofeis Mango 130ml,1.0,2.34,0.16,2.5,2026-06-23 08:00:00,2026-06-23,8,1
Hofeis Knusperkeks 130ml,2.0,4.67,0.33,5.0,2026-06-23 08:00:00,2026-06-23,8,1
BLACK FOREST ICE CREAM Vanille 100ml Bio,1.0,2.34,0.16,2.5,2026-06-23 08:00:00,2026-06-23,8,1
BLACK FOREST ICE CREAM Schwarzw. Kirsch,1.0,2.34,0.16,2.5,2026-06-23 08:00:00,2026-06-23,8,1
BF ICE CREAM Himbeere Fichte 100ml Bio V,2.0,4.67,0.33,5.0,2026-06-23 08:00:00,2026-06-23,8,1
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-06-23 08:00:00,2026-06-23,8,1
Red Bull Zero,1.0,1.07,0.2,1.27,2026-06-23 08:00:00,2026-06-23,8,1
XL Laugenbrezel 130g FG,1.0,1.31,0.09,1.4,2026-06-23 09:00:00,2026-06-23,9,1
"Leergut 0,25 EUR",4.0,0.84,0.16,1.0,2026-06-23 09:00:00,2026-06-23,9,1
Red Bull Zero,3.0,3.2,0.61,3.81,2026-06-23 09:00:00,2026-06-23,9,1
YFood Trink Vanilla,1.0,4.58,0.32,4.9,2026-06-23 09:00:00,2026-06-23,9,1
Snickers Ice Cream Eisrie,1.0,2.34,0.16,2.5,2026-06-23 11:00:00,2026-06-23,11,1
Twix Ice Cream Eisriegel,1.0,2.33,0.17,2.5,2026-06-23 11:00:00,2026-06-23,11,1
"Leergut 0,15 EUR",2.0,0.25,0.05,0.3,2026-06-23 11:00:00,2026-06-23,11,1
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-06-23 11:00:00,2026-06-23,11,1
Hochwald Eis Macchiato,1.0,1.31,0.09,1.4,2026-06-23 11:00:00,2026-06-23,11,1
Teinacher Heidelbeer Eistee,1.0,1.34,0.26,1.6,2026-06-23 11:00:00,2026-06-23,11,1
Teinacher Johannisbeer Holunder,1.0,1.35,0.25,1.6,2026-06-23 11:00:00,2026-06-23,11,1
Mars Ice Cream Eisriegel,1.0,2.34,0.16,2.5,2026-06-23 12:00:00,2026-06-23,12,1
La Magnum Almond,1.0,2.52,0.18,2.7,2026-06-23 12:00:00,2026-06-23,12,1
Twix Ice Cream Eisriegel,2.0,4.68,0.32,5.0,2026-06-23 12:00:00,2026-06-23,12,1
Soft Protein Riegel Salted Peanut Carame,1.0,2.99,0.21,3.2,2026-06-23 12:00:00,2026-06-23,12,1
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-06-23 12:00:00,2026-06-23,12,1
Red Bull Zero,1.0,1.07,0.2,1.27,2026-06-23 12:00:00,2026-06-23,12,1
HofEis Omas Apfelkuchen 130ml,1.0,2.34,0.16,2.5,2026-06-23 13:00:00,2026-06-23,13,1
BLACK FOREST ICE CREAM Vanille 100ml Bio,1.0,2.34,0.16,2.5,2026-06-23 13:00:00,2026-06-23,13,1
La Nogger Choc,1.0,1.87,0.13,2.0,2026-06-23 13:00:00,2026-06-23,13,1
La Magnum Almond,2.0,5.04,0.36,5.4,2026-06-23 13:00:00,2026-06-23,13,1
Laugenbrezel mit Butter,1.0,1.68,0.12,1.8,2026-06-23 13:00:00,2026-06-23,13,1
HOMEMADE BUN VEGAN,1.0,2.34,0.16,2.5,2026-06-23 13:00:00,2026-06-23,13,1
Shot Kurkuma Orange 60ml,1.0,1.85,0.35,2.2,2026-06-23 13:00:00,2026-06-23,13,1
Shot Ginger Apple 60ml,1.0,1.85,0.35,2.2,2026-06-23 13:00:00,2026-06-23,13,1
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-06-23 13:00:00,2026-06-23,13,1
DPG Vitamin Well Hydrate,1.0,1.64,0.31,1.95,2026-06-23 13:00:00,2026-06-23,13,1
Koro Protein Bar Schoko Brownie,2.0,4.67,0.33,5.0,2026-06-23 14:00:00,2026-06-23,14,1
"Leergut 0,25 EUR",3.0,0.63,0.12,0.75,2026-06-23 14:00:00,2026-06-23,14,1
"Monster Energy 0,5l",1.0,1.86,0.34,2.2,2026-06-23 14:00:00,2026-06-23,14,1
"Red Bull 0,25",1.0,0.71,0.14,0.85,2026-06-23 14:00:00,2026-06-23,14,1
Red Bull Summer Edition,1.0,0.71,0.14,0.85,2026-06-23 14:00:00,2026-06-23,14,1
HofEis Erdbeere Sorbet 130ml,1.0,2.34,0.16,2.5,2026-06-23 15:00:00,2026-06-23,15,1
BLACK FOREST ICE CREAM Schokolade 100ml,2.0,4.67,0.33,5.0,2026-06-23 15:00:00,2026-06-23,15,1
La Magnum Classic,1.0,2.52,0.18,2.7,2026-06-23 15:00:00,2026-06-23,15,1
La Magnum Classic,2.0,5.05,0.35,5.4,2026-06-23 16:00:00,2026-06-23,16,1
Twix Xtra 75g,1.0,1.12,0.08,1.2,2026-06-23 16:00:00,2026-06-23,16,1
"Mostbuben  Stille Apfelsaftschorle 0,5",1.0,1.69,0.31,2.0,2026-06-23 16:00:00,2026-06-23,16,1
"Leergut 0,15 EUR",2.0,0.26,0.04,0.3,2026-06-23 16:00:00,2026-06-23,16,1
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-06-23 16:00:00,2026-06-23,16,1
"Red Bull 0,25",1.0,1.07,0.2,1.27,2026-06-23 16:00:00,2026-06-23,16,1
Red Bull Zero,1.0,1.07,0.2,1.27,2026-06-23 16:00:00,2026-06-23,16,1
Teinacher Heidelbeer Eistee,1.0,1.34,0.26,1.6,2026-06-23 16:00:00,2026-06-23,16,1
Teinacher Mango Maracuja,1.0,1.34,0.26,1.6,2026-06-23 16:00:00,2026-06-23,16,1
Kinder Bueno 43g Ferrero,1.0,0.93,0.07,1.0,2026-06-23 17:00:00,2026-06-23,17,1
HofEis Stracciatella 130ml,1.0,2.34,0.16,2.5,2026-06-23 17:00:00,2026-06-23,17,1
HofEis Joghurt Heidelbeere 130ml,1.0,2.34,0.16,2.5,2026-06-23 17:00:00,2026-06-23,17,1
HofEis Erdbeere Sorbet 130ml,1.0,2.34,0.16,2.5,2026-06-23 17:00:00,2026-06-23,17,1
Hofeis Mango 130ml,1.0,2.34,0.16,2.5,2026-06-23 17:00:00,2026-06-23,17,1
BLACK FOREST ICE CREAM Vanille 100ml Bio,1.0,2.34,0.16,2.5,2026-06-23 17:00:00,2026-06-23,17,1
BLACK FOREST ICE CREAM Schokolade 100ml,2.0,4.68,0.32,5.0,2026-06-23 17:00:00,2026-06-23,17,1
BLACK FOREST ICE CREAM Schwarzw. Kirsch,1.0,2.34,0.16,2.5,2026-06-23 17:00:00,2026-06-23,17,1
La Nogger Choc,1.0,1.87,0.13,2.0,2026-06-23 17:00:00,2026-06-23,17,1
La Magnum Almond,2.0,5.03,0.37,5.4,2026-06-23 17:00:00,2026-06-23,17,1
La Magnum Classic,1.0,2.51,0.19,2.7,2026-06-23 17:00:00,2026-06-23,17,1
La Cornetto Haselnuss,1.0,1.87,0.13,2.0,2026-06-23 17:00:00,2026-06-23,17,1
Koro Protein Bar Peanut Chocolate,2.0,4.11,0.29,4.4,2026-06-23 17:00:00,2026-06-23,17,1
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-06-23 17:00:00,2026-06-23,17,1
"Coca Cola Zero 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-06-23 17:00:00,2026-06-23,17,1
HOMEMADE Breakfastcup 285g,1.0,2.9,0.2,3.1,2026-06-23 22:00:00,2026-06-23,22,1
Schinken Käse Croissant Snack,1.0,1.68,0.12,1.8,2026-06-24 08:00:00,2026-06-24,8,2
Rexona Deo Cotton Dry,1.0,3.28,0.62,3.9,2026-06-24 08:00:00,2026-06-24,8,2
Apfelchips,1.0,2.8,0.2,3.0,2026-06-24 08:00:00,2026-06-24,8,2
La Nogger Choc,1.0,1.87,0.13,2.0,2026-06-24 13:00:00,2026-06-24,13,2
Mars Ice Cream Eisriegel,1.0,2.34,0.16,2.5,2026-06-24 14:00:00,2026-06-24,14,2
La Magnum Classic,1.0,2.52,0.18,2.7,2026-06-24 14:00:00,2026-06-24,14,2
GO FRESH Sandw Käse,1.0,3.55,0.25,3.8,2026-06-24 14:00:00,2026-06-24,14,2
Hofeis Knusperkeks 130ml,1.0,2.34,0.16,2.5,2026-06-24 15:00:00,2026-06-24,15,2
BLACK FOREST ICE CREAM Schokolade 100ml,1.0,2.34,0.16,2.5,2026-06-24 15:00:00,2026-06-24,15,2
Twix Ice Cream Eisriegel,1.0,2.34,0.16,2.5,2026-06-24 15:00:00,2026-06-24,15,2
Hansaplast Sensitive,1.0,2.94,0.56,3.5,2026-06-24 16:00:00,2026-06-24,16,2
Pringles Sweet Paprika,1.0,1.31,0.09,1.4,2026-06-24 16:00:00,2026-06-24,16,2
La Magnum Classic,2.0,5.04,0.36,5.4,2026-06-24 16:00:00,2026-06-24,16,2
Pringles Hot & Spicy,1.0,1.31,0.09,1.4,2026-06-24 16:00:00,2026-06-24,16,2
Pringles SourCream & Onion,1.0,1.31,0.09,1.4,2026-06-24 16:00:00,2026-06-24,16,2
"Leergut 0,08 EUR",2.0,0.13,0.03,0.16,2026-06-24 16:00:00,2026-06-24,16,2
Welde Slow,1.0,1.43,0.27,1.7,2026-06-24 16:00:00,2026-06-24,16,2
Welde Alkoholfrei,1.0,1.43,0.27,1.7,2026-06-24 16:00:00,2026-06-24,16,2
Protein Bar Chocolate,1.0,0.93,0.07,1.0,2026-06-24 17:00:00,2026-06-24,17,2
Mars Ice Cream Eisriegel,2.0,4.67,0.33,5.0,2026-06-24 17:00:00,2026-06-24,17,2
HofEis Erdbeere Sorbet 130ml,1.0,2.34,0.16,2.5,2026-06-24 17:00:00,2026-06-24,17,2
La Magnum Classic,3.0,7.57,0.53,8.1,2026-06-24 17:00:00,2026-06-24,17,2
Laugenbrezel mit Butter,2.0,3.36,0.24,3.6,2026-06-24 17:00:00,2026-06-24,17,2
Apfelsaft BIB 3l,1.0,5.14,0.36,5.5,2026-06-24 17:00:00,2026-06-24,17,2
ARAMARK Grobes Meersalz 90g Mühle,1.0,1.87,0.13,2.0,2026-06-24 18:00:00,2026-06-24,18,2
Bio cookies & choc fairness 45g,1.0,1.12,0.08,1.2,2026-06-24 18:00:00,2026-06-24,18,2
HofEis Joghurt Heidelbeere 130ml,1.0,2.34,0.16,2.5,2026-06-24 19:00:00,2026-06-24,19,2
Beef Jerky Sweet & Hot,1.0,1.63,0.12,1.75,2026-06-24 19:00:00,2026-06-24,19,2
La Cornetto Haselnuss,1.0,1.87,0.13,2.0,2026-06-24 19:00:00,2026-06-24,19,2
HOMEMADE BUN VEGAN,1.0,2.34,0.16,2.5,2026-06-24 19:00:00,2026-06-24,19,2
Protein Bar Caramell Toffee,1.0,0.93,0.07,1.0,2026-06-25 08:00:00,2026-06-25,8,3
Beef Jerky Original,1.0,1.64,0.11,1.75,2026-06-25 08:00:00,2026-06-25,8,3
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-06-25 08:00:00,2026-06-25,8,3
Red Bull Zero,1.0,1.07,0.2,1.27,2026-06-25 08:00:00,2026-06-25,8,3
HOMEMADE BUN Salami,1.0,2.34,0.16,2.5,2026-06-25 09:00:00,2026-06-25,9,3
Rexona Deo Men Cobalt Dry,1.0,3.28,0.62,3.9,2026-06-25 10:00:00,2026-06-25,10,3
Shot Ginger Apple 60ml,1.0,1.85,0.35,2.2,2026-06-25 10:00:00,2026-06-25,10,3
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-06-25 10:00:00,2026-06-25,10,3
Red Bull Zero,1.0,1.07,0.2,1.27,2026-06-25 10:00:00,2026-06-25,10,3
Beef Jerky Original,1.0,1.64,0.11,1.75,2026-06-25 12:00:00,2026-06-25,12,3
Berliner Brezel 70g FB,2.0,3.36,0.24,3.6,2026-06-25 13:00:00,2026-06-25,13,3
Snickers Ice Cream Eisrie,2.0,4.68,0.32,5.0,2026-06-25 13:00:00,2026-06-25,13,3
Chili & Lime Chili & Lima24 Beutel á 4,1.0,1.12,0.08,1.2,2026-06-25 13:00:00,2026-06-25,13,3
La Magnum Almond,4.0,10.1,0.7,10.8,2026-06-25 13:00:00,2026-06-25,13,3
La Magnum Classic,1.0,2.52,0.18,2.7,2026-06-25 13:00:00,2026-06-25,13,3
La Nogger Choc,3.0,5.61,0.39,6.0,2026-06-25 14:00:00,2026-06-25,14,3
La Magnum Almond,1.0,2.52,0.18,2.7,2026-06-25 14:00:00,2026-06-25,14,3
BLACK FOREST ICE CREAM Schokolade 100ml,1.0,2.34,0.16,2.5,2026-06-25 19:00:00,2026-06-25,19,3
La Nogger Choc,1.0,1.87,0.13,2.0,2026-06-25 19:00:00,2026-06-25,19,3
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-06-25 19:00:00,2026-06-25,19,3
"Red Bull 0,25",2.0,1.43,0.27,1.7,2026-06-25 19:00:00,2026-06-25,19,3
HOMEMADE Breakfastcup 285g,1.0,2.9,0.2,3.1,2026-06-25 20:00:00,2026-06-25,20,3
HOMEMADE BUN HAM,1.0,2.34,0.16,2.5,2026-06-26 09:00:00,2026-06-26,9,4
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-06-26 12:00:00,2026-06-26,12,4
"Red Bull 0,25",2.0,1.43,0.27,1.7,2026-06-26 12:00:00,2026-06-26,12,4
Soft Protein Riegel Salted Peanut Carame,1.0,2.99,0.21,3.2,2026-06-26 14:00:00,2026-06-26,14,4
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-06-26 14:00:00,2026-06-26,14,4
DPG Vitamin Well Reload,1.0,1.64,0.31,1.95,2026-06-26 14:00:00,2026-06-26,14,4
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-06-27 10:00:00,2026-06-27,10,5
DPG Vitamin Well Hydrate,1.0,1.64,0.31,1.95,2026-06-27 10:00:00,2026-06-27,10,5
La Nogger Choc,1.0,1.87,0.13,2.0,2026-06-27 14:00:00,2026-06-27,14,5
GO FRESH Pastasalad Chicken,1.0,3.27,0.23,3.5,2026-06-27 14:00:00,2026-06-27,14,5
GO FRESH Sandw Pute Ei,1.0,3.55,0.25,3.8,2026-06-27 14:00:00,2026-06-27,14,5
Smothie Froosh Pineapple 250ml,1.0,2.02,0.38,2.4,2026-06-27 14:00:00,2026-06-27,14,5
BIO Hafer Drink Moccaccino 12 x 235ml Oa,1.0,1.89,0.36,2.25,2026-06-27 14:00:00,2026-06-27,14,5
Snack Nüsse Chilli,1.0,3.5,0.25,3.75,2026-06-27 14:00:00,2026-06-27,14,5
Koro Protein Bar Peanut Chocolate,1.0,2.06,0.14,2.2,2026-06-27 14:00:00,2026-06-27,14,5
"Leergut 0,25 EUR",3.0,0.63,0.12,0.75,2026-06-27 14:00:00,2026-06-27,14,5
Red Bull White Edition,1.0,0.71,0.14,0.85,2026-06-27 14:00:00,2026-06-27,14,5
"Red Bull 0,25",1.0,0.72,0.13,0.85,2026-06-27 14:00:00,2026-06-27,14,5
Red Bull Zero,1.0,1.07,0.2,1.27,2026-06-27 14:00:00,2026-06-27,14,5
Snickers Ice Cream Eisrie,1.0,2.34,0.16,2.5,2026-06-27 15:00:00,2026-06-27,15,5
La Magnum Almond,2.0,5.04,0.36,5.4,2026-06-27 15:00:00,2026-06-27,15,5
Bio honey almond fairness 45g,1.0,1.12,0.08,1.2,2026-06-27 19:00:00,2026-06-27,19,5
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-06-28 01:00:00,2026-06-28,1,6
Red Bull Zero,2.0,2.13,0.41,2.54,2026-06-28 01:00:00,2026-06-28,1,6
Brown Donut,1.0,1.4,0.1,1.5,2026-06-28 13:00:00,2026-06-28,13,6
"Leergut 0,25 EUR",3.0,0.63,0.12,0.75,2026-06-28 13:00:00,2026-06-28,13,6
Red Bull Green Edition,1.0,1.07,0.2,1.27,2026-06-28 13:00:00,2026-06-28,13,6
Red Bull Zero,1.0,1.07,0.2,1.27,2026-06-28 13:00:00,2026-06-28,13,6
Red Bull Sea Blue Edition,1.0,1.07,0.2,1.27,2026-06-28 13:00:00,2026-06-28,13,6
Barebells Soft Protein Coco Choco 55g,1.0,3.08,0.22,3.3,2026-06-28 15:00:00,2026-06-28,15,6
La Nogger Choc,2.0,3.74,0.26,4.0,2026-06-28 15:00:00,2026-06-28,15,6
GIANT Yoghurt Flapjack Banana,1.0,1.12,0.08,1.2,2026-06-28 15:00:00,2026-06-28,15,6
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-06-28 15:00:00,2026-06-28,15,6
Red Bull Green Edition,1.0,0.71,0.14,0.85,2026-06-28 15:00:00,2026-06-28,15,6
"Red Bull 0,25",1.0,0.72,0.13,0.85,2026-06-28 15:00:00,2026-06-28,15,6
La Nogger Choc,1.0,1.87,0.13,2.0,2026-06-28 16:00:00,2026-06-28,16,6
GO FRESH Pastasalat Lyoner Erbse,1.0,3.27,0.23,3.5,2026-06-28 16:00:00,2026-06-28,16,6
GO FRESH Pastasalad Chicken,1.0,3.27,0.23,3.5,2026-06-28 16:00:00,2026-06-28,16,6
La Cornetto Haselnuss,1.0,1.87,0.13,2.0,2026-06-28 16:00:00,2026-06-28,16,6
GO FRESH Tuna Sandwich,1.0,3.55,0.25,3.8,2026-06-28 16:00:00,2026-06-28,16,6
